"Schulnummer","Latitude","Longitude","Gemeinden.Kennziffer","Schulname","Grundschulen","PLZ","Ort_parsed","Strasse"
17004,51.2822199805091,10.7369499982972,16065014,"Staatliche Grundschule ""Adolph Diesterweg"" Ebeleben",1,"D-99713","Ebeleben","Adolph-Diesterweg-Straße 7"
40445,50.8450800091238,12.0719699990339,16052000,"Staatliche Integrierte Gesamtschule Gera",1,"D-07549","Gera","Ahornstraße 1-3"
45035,51.1554799886213,11.1338600195636,16068051,"Staatliche Gemeinschaftsschule ""Albert Einstein"" Sömmerda",1,"D-99610","Sömmerda","Albert-Einstein-Straße 29"
30215,50.806569983627,10.2427700023366,16063003,"Christian-Ludwig-Wucke-Schule Staatliches regionales Förderzentrum Bad Salzungen",1,"D-36433","Bad Salzungen","Albert-Schweitzer-Straße 10-12"
15980,50.6525899798854,11.3949599915161,16073077,"Staatliche Grundschule ""Am Roten Berg"" Saalfeld-Gorndorf",1,"D-07318","Saalfeld","Albert-Schweitzer-Straße 130"
25336,50.654550004124,11.3979700167654,16073077,"Staatliche Regelschule ""Albert-Schweitzer"" Saalfeld-Gorndorf",0,"D-07318","Saalfeld","Albert-Schweitzer-Straße 148"
64986,50.6020199882807,10.7088400287129,16054000,"Höhere Berufsfachschule für Gesundheits- und Krankenpflege am SRH Zentralklinikum Suhl",0,"D-98527","Suhl","Albert-Schweitzer-Straße 2"
31224,50.653910003907,11.3969999791109,16073077,"Jettina-Schule Saalfeld-Gorndorf Staatliches regionales Förderzentrum Förderschwerpunkt geistige Entwicklung",1,"D-07318","Saalfeld","Albert-Schweitzer-Straße 41"
16881,51.1542299954008,11.1340699862382,16068051,"Staatliche Grundschule ""Adolph Diesterweg"" Sömmerda",1,"D-99610","Sömmerda","Albert-Schweitzer-Straße 45"
25036,51.5481499822569,10.7652700183751,16062065,"Staatliche Regelschule Niedersachswerfen",0,"D-99768","Harztor","Albertstraße 9a"
62331,51.3682299998441,10.8731199665336,16065067,"Staatliches Berufsschulzentrum Kyffhäuserkreis",0,"D-99706","Sondershausen","Alexander-Puschkin-Promenade 22"
17182,51.3683199795747,10.8750899652369,16065067,"Staatliche Grundschule ""Käthe Kollwitz"" Sondershausen",1,"D-99706","Sondershausen","Alexander-Puschkin-Promenade 22b"
22585,50.8590600177921,10.564710018488,16067019,"Staatliche Regelschule ""Helene Lange"" Friedrichroda",0,"D-99894","Friedrichroda","Alexandrinenstraße 2"
51155,51.0165799926112,11.0263999975409,16051000,"Heinrich-Hertz-Gymnasium Erfurt Staatliches Gymnasium",0,"D-99087","Erfurt","Alfred-Delp-Ring 41"
20767,50.805130014571,9.9810999771492,16063078,"Staatliche Regelschule am Ulsterberg Unterbreizbach",0,"D-36414","Unterbreizbach","Alt Räsa 3"
10478,51.0306599973844,11.5971699690433,16071004,"Staatliche Grundschule Wormstedt",1,"D-99518","Bad Sulza","Alte Brauerei 17a"
11126,50.9430499984618,10.245020040425,16063097,"Staatliche Grundschule Förtha",1,"D-99834","Gerstungen","Alte Eisenacher Straße 55"
23924,50.4498599890852,10.8903000181961,16069058,"Staatliche Regelschule Crock",0,"D-98673","Auengrund","Alte Eisfelder Straße 9"
10855,51.3525299827347,11.1074700165109,16065003,"Kurstadt-Grundschule Bad Frankenhausen Staatliche Grundschule",1,"D-06567","Bad Frankenhausen","Alte Feldstraße 17"
17332,50.3923199839854,11.21510002353,16072024,"Staatliche Grundschule ""Dr. Martin Luther"" Judenbach",1,"D-96524","Föritztal","Alte Handelsstraße 89a"
79005,50.8783699948706,11.5900300124614,16053000,"Freie Waldorfschule Jena",1,"D-07745","Jena","Alte Hauptstraße 15"
24779,50.5266499987462,11.3094800018284,16073028,"Staatliche Regelschule ""Christoph Ullrich von Pappenheim"" Gräfenthal",0,"D-98743","Gräfenthal","Alte Straße 19"
50990,50.6648400056478,10.6675699682289,16066092,"Heinrich-Ehrhardt-Gymnasium Zella-Mehlis Staatliches Gymnasium",0,"D-98544","Zella-Mehlis","Alte Straße 69"
78150,50.9489400037326,11.6029900273322,16053000,"Staatlich anerkanntes Christliches Gymnasium Jena",0,"D-07743","Jena","Altenburger Straße 10"
14942,51.205599997754,10.4449600309343,16064046,"Nikolaischule Mühlhausen Staatliche Grundschule",1,"D-99974","Mühlhausen","Altenburgstraße 51"
64747,50.8349599925964,10.3515100247932,16063099,"Private berufsbildende Schule der Akademie für Gesundheits- und Sozialberufe gGmbH",0,"D-36448","Bad Liebenstein","Altenstein 9"
45237,50.9747200137818,10.3405299830905,16056000,"Oststadtschule Eisenach Staatliche Gemeinschaftsschule",1,"D-99817","Eisenach","Altstadtstraße 30"
14399,51.1189099965239,10.5794400398524,16064058,"Staatliche Grundschule Schönstedt",1,"D-99947","Schönstedt","Am alten Sportplatz 1"
64297,51.301490017819,11.1845299653637,16065088,"Freie berufliche Schule für Therapie, Pädagogik und Pflege",0,"D-06577","An der Schmücke","Am Bahnhof 12-13"
75520,51.3028900051969,11.1863200046058,16065088,"Freie Gemeinschaftsschule ""Armin Mueller-Stahl""",1,"D-06577","An der Schmücke","Am Bahnhof 22/23"
62388,50.5749300124938,10.4268100254363,16066042,"Staatliches Berufsbildungszentrum Meiningen",0,"D-98617","Meiningen","Am Drachenberg 4"
60752,50.6857199970101,10.9436899753956,16070029,"Staatliches Berufsschulzentrum Arnstadt-Ilmenau",0,"D-98693","Ilmenau","Am Ehrenberg 1"
11499,50.939090010216,10.0709099741983,16063103,"Staatliche Grundschule Berka/Werra",1,"D-99837","Werra-Suhl-Tal","Am Felsenkeller 1"
64207,50.8735400069847,12.1110200286429,16052000,"CJD Christophorusschule Gera - Förderberufsschule",0,"D-07546","Gera","Am Ferberturm 72"
60316,51.0192000079058,10.9944200194415,16051000,"Sebastian-Lucius-Schule Erfurt Staatliche Berufsbildende Schule 1",0,"D-99091","Erfurt","Am Flüßchen 10"
16581,50.9316799887138,12.3444400226439,16077043,"Staatliche Grundschule Altkirchen",1,"D-04626","Schmölln","Am Freibad 1"
30365,50.9620200055475,11.8367299585774,16074037,"Staatliches regionales Förderzentrum Hainspitz ""Schule am See""",1,"D-07607","Hainspitz","Am Gerichtsfeld 2"
40041,50.7036200122459,10.7176199884701,16066047,"Staatliches Gymnasium Oberhof Spezialschule für Sport",0,"D-98559","Oberhof","Am Harzwald 3"
17782,50.9085000031202,11.2725400325249,16071003,"Staatliche Grundschule ""Am Hexenberg"" Bad Berka",1,"D-99438","Bad Berka","Am Hexenberg 1"
32078,50.612689983385,10.7128500150111,16054000,"Dombergschule Suhl Staatliches regionales Förderzentrum Förderschwerpunkt geistige Entwicklung",1,"D-98527","Suhl","Am Himmelreich 117"
31387,50.8845299812427,12.3460200113924,16077043,"Staatliches regionales Förderzentrum Schmölln",1,"D-04626","Schmölln","Am Kemnitzgrund 10"
12300,50.8214399827744,12.2176100091159,16076062,"Staatliche Grundschule Rückersdorf",1,"D-07580","Rückersdorf","Am Kirchberg 5"
45480,51.3677899918369,11.3029000401976,16065086,"Johann-Gottfried-Borlach-Schule Artern Staatliche Gemeinschaftsschule",1,"D-06556","Artern","Am Königstuhl 9"
64657,50.9907200192058,11.0411900333321,16051000,"Bildungswerk für Gesundheitsberufe e.V. Erfurt, Höhere Berufsfachschule und Berufsfachschule",0,"D-99085","Erfurt","Am Kühlhaus 27"
24238,50.8054400192599,11.5806799994692,16074044,"Staatliche Regelschule ""Johann Wilhelm Heimbürge"" Kahla",0,"D-07768","Kahla","Am Langen Bürgel 19"
12690,50.9018300198493,10.4663700100344,16067072,"Staatliche Grundschule Emsetal",1,"D-99880","Waltershausen","Am Langen Feld 10"
50763,50.6500899934443,11.393119996131,16073077,"Staatliches Gymnasium ""Erasmus Reinhold"" Saalfeld",0,"D-07318","Saalfeld","Am Lerchenbühl 17"
16054,50.5655934,11.453802906601,16073106,"Staatliche Grundschule Leutenberg",1,"D-07338","Leutenberg","Am Löhmberg 23a"
15167,50.5322999882196,11.2179600127125,16073077,"Staatliche Grundschule Schmiedefeld",1,"D-07318","Saalfeld","Am Markt 7"
10421,51.0869200020502,11.6208999751233,16071004,"Staatliche Grundschule ""Am kleinen Weinberg"" Bad Sulza",1,"D-99518","Bad Sulza","Am Mühlacker 2"
10602,50.8328099925224,10.9438700186759,16070004,"Staatliche Grundschule ""Johann Sebastian Bach"" Arnstadt",1,"D-99310","Arnstadt","Am Plan 1"
75010,50.9638600009325,11.0573700401268,16051000,"John F. Kennedy School Erfurt anerkannte Gemeinschaftsschule in freier Trägerschaft",1,"D-99099","Erfurt","Am Rabenhügel 10"
14879,51.3284400158228,10.4389799621138,1,"Staatliche Grundschule Hüpstedt",1,"D-99976","Dünwald","Am Rasenweg 4"
45420,51.3284400158228,10.4389799621138,16064014,"Staatliche Gemeinschaftsschule Hüpstedt ""Dünwaldschule""",1,"D-99976","Dünwald","Am Rasenweg 4"
21042,50.9505300088555,10.3968400277183,16063092,"Staatliche Regelschule Wutha-Farnroda",0,"D-99848","Wutha-Farnroda","Am Rotberg 33"
64538,51.0116599830853,11.0293899900417,16051000,"Ludwig Fresenius Schulen Erfurt - private berufsbildende Schule",0,"D-99086","Erfurt","Am Roten Berg 7"
31447,51.1595799965596,11.1221899795915,16068051,"Rothenbachschule Sömmerda Staatliches regionales Förderzentrum",1,"D-99610","Sömmerda","Am Rothenbach 36"
70288,50.643839985432,12.1798500382248,16076022,"Diakonieverein Carolinenfeld e.V.Regionales Förderzentrum Förderschwerpunkt Geistige Entwicklung",1,"D-07973","Greiz","Am Salzacker 2"
24808,51.5086700029246,10.7782400077108,16062041,"Staatliche Regelschule ""Gotthold Ephraim Lessing"" Nordhausen",0,"D-99734","Nordhausen","Am Salzagraben 4"
24328,51.1085500061086,10.5074099872761,16064076,"Staatliche Regelschule ""Am Nationalpark Hainich"" Weberstedt",0,"D-99991","Unstrut-Hainich","Am Schloss 11a"
16041,50.6531500167461,11.4870600083317,16073111,"Friedrich-Herthum-Grundschule Könitz Staatliche Grundschule",1,"D-07333","Unterwellenborn","Am Schulberg 12"
12827,50.9226100151067,12.1546400395011,16076008,"Staatliche Grundschule Brahmenau",1,"D-07554","Brahmenau","Am Schulberg 4"
16608,50.8931190822854,12.2667363069951,16077026,"Staatliche Grundschule ""Theodor Körner"" Großstechau",1,"D-04626","Löbichau","Am Schulberg 6"
45510,50.7867500096498,10.4062300223886,16066074,"Staatliche Gemeinschaftsschule Trusetal",1,"D-98596","Brotterode-Trusetal","Am Schulhof 3"
12747,50.8989899795963,10.5554399688521,16067072,"Staatliche Grundschule ""Friedrich Holbein"" Waltershausen",1,"D-99880","Waltershausen","Am Schulplatz 6"
40504,50.9630899973973,11.0472799889032,16051000,"Staatliche Kooperative Gesamtschule ""Am Schwemmbach"" Erfurt",1,"D-99099","Erfurt","Am Schwemmbach 10"
22542,50.9972799899975,10.6952399717156,16067091,"Nessetalschule Warza Staatliche Regelschule",0,"D-99869","Nessetal","Am Schwimmbad 5"
12524,50.9972799899975,10.6952399717156,16067091,"Staatliche Grundschule Goldbach",1,"D-99869","Nessetal","Am Schwimmbad 5"
25571,50.7183100100226,10.4427099928459,16066063,"Staatliche Regelschule Schmalkalden",0,"D-98574","Schmalkalden","Am Siechenrasen 21"
20230,51.0835200087556,11.6230599915716,16071004,"Toskana-Schule Bad Sulza Staatliche Regelschule",0,"D-99518","Bad Sulza","Am Sportplatz 4"
76129,51.1667100205862,10.5121699862704,16064046,"THEPRA Grundschule Mühlhausen, OT Seebach",1,"D-99998","Mühlhausen","Am Stadtweg 2"
11263,50.9148000091849,10.4183500029232,16063071,"Staatliche Grundschule ""Am Wartberg"" Seebach",1,"D-99846","Seebach","Am Stein 3"
40625,50.6890800086265,10.9190699788365,1,"Ilmenau-Kolleg",1,"D-98693","Ilmenau","Am Technikum 6"
12493,50.9441100158468,10.7004899767695,16067029,"Staatliche Grundschule ""Josias Friedrich Löffler"" Gotha",1,"D-99867","Gotha","Am Tivoli 18"
64433,50.6946400183694,10.9358799694739,16070029,"GAW gGmbH, Fachschule, Höhere Berufsfachschule und Berufsfachschule für Gesundheit und Soziales",0,"D-98693","Ilmenau","Am Vogelherd 50"
12390,50.7791000142596,11.9939499869915,16076088,"Staatliche Grundschule Frießnitz",1,"D-07570","Harth-Pöllnitz","Am Wachhügel 14"
25652,50.8735599978238,12.2858500165333,16077043,"Staatliche Regelschule Nöbdenitz",0,"D-04626","Schmölln","Am Wald 17"
75024,51.2334300117723,11.2622799963049,16068034,"Freie Gemeinschaftsschule am Windberg",0,"D-99625","Kölleda","Am Windberg 1"
76194,51.2334300117723,11.2622799963049,1,"IGEL Grundschule in freier Trägerschaft",1,"D-99625","Kölleda","Am Windberg 1"
14446,50.4643199874388,11.5295499710038,16075133,"Staatliche Grundschule Wurzbach",1,"D-07343","Wurzbach","Am Wurzbächle 11"
51395,50.9757100003658,11.3271600340154,16055000,"Staatliches Gymnasium ""Johann Wolfgang v. Goethe"" Weimar",0,"D-99423","Weimar","Amalienstraße 4"
51291,50.9050599862379,11.5695199983053,16053000,"Staatliches Gymnasium ""Ernst Abbe"" Jena",0,"D-07745","Jena","Ammerbacher Straße 21"
50567,51.2119999999236,10.4555199716499,16064046,"Tilesius-Gymnasium Mühlhausen Staatliches Gymnasium",0,"D-99974","Mühlhausen","An der Burg 19"
10781,50.7363899847196,11.0371099743234,16070048,"Staatliche Grundschule ""Karl-Friedrich-Wilhelm-Wander"" Dörnfeld",1,"D-99326","Stadtilm","An der Linde 18"
17740,50.6642000054308,10.6574400191463,16066092,"Staatliche Grundschule ""Friedrich Schiller"" Zella-Mehlis",1,"D-98544","Zella-Mehlis","An der Schillerschule 1"
45793,50.3139799927892,11.2410300277365,16072024,"Staatliche Gemeinschaftsschule ""Joseph Meyer"" Neuhaus-Schierschnitz",1,"D-96524","Föritztal -Schierschnitz","An der Schule 2-4"
24478,50.3960711109548,10.5444510161305,16069062,"Herzog Bernhard-Schule Staatliche Regelschule Römhild",0,"D-98630","Römhild","An der Spring 3"
16924,51.1344899847798,11.2349799700244,16068056,"Staatliche Grundschule Vogelsberg",1,"D-99610","Vogelsberg","An der Sprötauer Straße 10"
76001,50.9504000055373,10.6806200047399,16067029,"Evangelische Grundschule Gotha",1,"D-99867","Gotha","An der Wolfgangwiese 17-19"
11147,50.6654800058647,10.0928699737847,16063023,"Staatliche Grundschule Empfertshausen",1,"D-36452","Empfertshausen","Andenhäuser Straße 2"
12507,50.9310899865493,10.6732799721292,16067029,"Staatliche Grundschule ""Erich Kästner"" Gotha",1,"D-99867","Gotha","Anger 8"
31207,50.6926999849699,11.32504997371,16073076,"Staatliches regionales Förderzentrum ""Johann Heinrich Pestalozzi"" Rudolstadt",1,"D-07407","Rudolstadt","Anne-Frank-Straße 7-9"
15767,50.7195799940823,11.3438100141211,16073076,"Staatliche Grundschule ""Anton Sommer"" Rudolstadt",1,"D-07407","Rudolstadt","Anton-Sommer-Straße 59"
45810,50.5098900061612,11.1480800021198,16072013,"Staatliche Gemeinschaftsschule ""Am Rennsteig"" Neuhaus am Rennweg",1,"D-98724","Neuhaus am Rennweg","Apelsbergstraße 58"
17269,50.5098900061612,11.1480800021198,16072013,"Staatliche Grundschule Neuhaus",1,"D-98724","Neuhaus am Rennweg","Apelsbergstraße 58"
50627,50.5113300171268,11.1482899687944,16072013,"Staatliches Gymnasium Neuhaus am Rennweg",0,"D-98724","Neuhaus am Rennweg","Apelsbergstraße 62"
15933,50.6502300131368,11.3628100284202,16073077,"Staatliche Grundschule ""Caspar Aquila"" Saalfeld",1,"D-07318","Saalfeld","Aquilastraße 3"
64302,50.6088400076185,10.68226998238,16054000,"Private Fachschule für Wirtschaft und Soziales Suhl, Staatlich genehmigte/anerkannte berufsbildende Ersatzschule",0,"D-98529","Suhl","Auenstraße 3-5"
18547,50.9849800080922,11.0224500256695,16051000,"Moritzschule Erfurt Staatliche Grundschule",1,"D-99089","Erfurt","Auenstraße 77"
32051,50.6035599953512,10.6731799760243,16054000,"Staatliches regionales Förderzentrum Suhl",1,"D-98529","Suhl","Auenstraße 86"
12793,50.8346400134427,10.6641499840953,16067092,"Staatliche Grundschule ""Dr. Louis Mayer"" Georgenthal",1,"D-99887","Georgenthal","Auestraße 36"
30049,51.0189000195912,11.5011400131048,16071001,"Staatliches regionales Förderzentrum Apolda",1,"D-99510","Apolda","Auf dem Angespanne 7"
15640,50.7278100171721,11.7147699984325,16075073,"Staatliche Grundschule Neunhofen",1,"D-07806","Neustadt an der Orla","Auf dem Dohlenberg 3"
31051,51.5037699842377,10.8015499966226,16062041,"Staatliches regionales Förderzentrum ""St. Martin"" Nordhausen Förderschwerpunkt geistige Entwicklung",1,"D-99734","Nordhausen","August-Bebel-Platz 32"
40522,50.9309899904444,11.5795200278887,16053000,"Staatliche Integrierte Gesamtschule ""Grete Unrein"" Jena",1,"D-07743","Jena","August-Bebel-Straße 1"
25131,50.5782399841483,11.8152000344429,16075098,"Staatliche Regelschule ""Johann Wolfgang von Goethe"" Schleiz",0,"D-07907","Schleiz","August-Bebel-Straße 10"
19060,50.9313900167734,11.5737999657047,16053000,"Westschule Jena Staatliche Grundschule",1,"D-07743","Jena","August-Bebel-Straße 23"
17975,51.2381100055008,10.2431200306132,16061027,"Staatliche Grundschule Effelder",1,"D-37359","Effelder","Augustusstraße 23"
20273,51.024179989949,11.5124099848384,16071001,"Pestalozzischule Apolda Staatliche Regelschule",0,"D-99510","Apolda","Bachstraße 23"
16071,50.6460499999328,11.4431000274807,16073111,"Staatliche Grundschule Kamsdorf",1,"D-07333","Unterwellenborn","Bäckerweg 9"
16564,50.7231899959609,10.3520199797824,16066063,"Staatliche Grundschule Wernshausen",1,"D-98574","Schmalkalden","Bahnhofsallee 13"
50120,51.3523700141126,11.0984400245819,16065003,"Kyffhäusergymnasium Bad Frankenhausen, Staatliches Gymnasium",0,"D-06567","Bad Frankenhausen","Bahnhofstr. 5a"
15827,50.6617700078812,11.0999900061171,16073112,"Staatliche Grundschule Königsee",1,"D-07426","Königsee","Bahnhofstraße 1"
64687,51.0681900107619,10.9544899738182,16068057,"Staatlich genehmigte Berufsschule am Morgenberg",0,"D-99189","Walschleben","Bahnhofstraße 12"
23400,50.7502000083915,12.1608699728553,16076004,"Staatliche Regelschule Berga",0,"D-07980","Berga","Bahnhofstraße 15"
13048,50.7502000083915,12.1608699728553,16076004,"Staatliche Grundschule Berga",1,"D-07980","Berga","Bahnhofstraße 15"
50390,51.3753599819613,10.1248799590975,16061045,"Staatliches Gymnasium ""Johann Georg Lingemann"" Heiligenstadt",0,"D-37308","Heilbad Heiligenstadt","Bahnhofstraße 17"
18277,51.3894301750541,10.237561958941,16061107,"Staatliche Grundschule Wingerode",1,"D-37327","Wingerode","Bahnhofstraße 2"
65038,50.9403599942757,10.711860028427,16067029,"IPB-Höhere Berufsfachschule und Berufsfachschule für Pflegeberufe der VHS-Bildungswerk GmbH",0,"D-99867","Gotha","Bahnhofstraße 20"
50597,51.1455706913909,10.5614549549508,16064076,"Friedrich-Ludwig-Jahn-Gymnasium Großengottern Staatliches Gymnasium",0,"D-99991","Unstrut-Hainich","Bahnhofstraße 34"
16235,50.4911100168205,11.871400024682,16075132,"Staatliche Grundschule Tanna",1,"D-07922","Tanna","Bahnhofstraße 39"
45913,50.4911100168205,11.871400024682,16075132,"Staatliche Gemeinschaftsschule Tanna",1,"D-07922","Tanna","Bahnhofstraße 39"
11112,50.70935998145,10.1230399637125,16063015,"Staatliche Grundschule Dermbach",1,"D-36466","Dermbach","Bahnhofstraße 54"
76121,51.1030500107925,10.6416100406282,16064003,"THEPRA Grundschule Bad Langensalza",1,"D-99947","Bad Langensalza","Bahnhofstraße 6"
65754,50.6501000098186,11.3709600043348,16073077,"Berufsbildende Schule Gesundheit und Soziales in freier Trägerschaft",0,"D-07318","Saalfeld","Bahnhofstraße 6a"
26327,51.3767499948744,10.4194600183607,16061074,"Staatliche Regelschule Niederorschel",0,"D-37355","Niederorschel","Bahnhofstraße 70"
18246,51.3767499948744,10.4194600183607,16061074,"Staatliche Grundschule Niederorschel",1,"D-37355","Niederorschel","Bahnhofstraße 70"
26253,51.3222700130764,10.3148100293776,16061118,"Staatliche Regelschule ""Johann Wolf"" Dingelstädt",0,"D-37351","Dingelstädt","Bahnhofstraße 79"
20597,51.3695599983305,10.8516499730067,16065067,"Staatliche Regelschule Franzberg",0,"D-99706","Sondershausen","Bahnhofstraße 8"
15783,50.6827100136703,11.2660500087152,16073005,"Staatliche Grundschule ""Friedrich Fröbel"" Bad Blankenburg",1,"D-07422","Bad Blankenburg","Bähringstraße 10"
25199,50.6829400130934,11.2644899688961,16073005,"Staatliche Geschwister-Scholl-Regelschule Bad Blankenburg",0,"D-07422","Bad Blankenburg","Bähringstraße 4"
18606,50.9761200011597,11.0306699904756,16051000,"Barfüßerschule Erfurt Staatliche Grundschule",1,"D-99084","Erfurt","Barfüßerstraße 21"
25356,50.71729999069,11.3239399582725,16073076,"Staatliche Regelschule ""Friedrich Schiller"" Rudolstadt",0,"D-07407","Rudolstadt","Bayreuther Platz 4"
65288,51.2246800173189,10.4314000394342,16064046,"Bildungszentrum Handel/Gewerbe/Freie Berufe e.V. Berufsbildende Schule",0,"D-99974","Mühlhausen","Bei der Breitsülze 1"
70918,51.1822799924678,10.788770025032,16064009,"THEPRA-Förderzentrum ""Am Fernebach""",1,"D-99955","Bruchstedt","Beim Bahnhof 40"
79201,50.9630899973973,11.3393500034415,16055000,"Thuringia International School Weimar",1,"D-99425","Weimar","Belvederer Allee 40"
50300,50.9455299940638,10.7005199839829,16067029,"Ernestinum Gotha Staatliches Gymnasium",0,"D-99867","Gotha","Bergallee 8"
24028,50.6790500137392,10.9228799729249,16070029,"Staatliche Regelschule ""Geschwister Scholl"" Ilmenau",0,"D-98693","Ilmenau","Bergrat-Mahr-Straße 1"
13754,50.6793500020538,10.9246600377023,16070029,"Staatliche Grundschule ""Am Stollen"" Ilmenau",1,"D-98693","Ilmenau","Bergrat-Voigt-Straße 51"
18217,51.4721399925054,10.2661199729266,16061114,"Staatliche Grundschule Teistungen",1,"D-37339","Teistungen","Bergstraße 1"
51018,50.8999199936632,11.2778900336837,16071003,"Marie-Curie-Gymnasium Staatliches Gymnasium Bad Berka",0,"D-99438","Bad Berka","Bergstraße 9"
10945,51.3078499964009,11.4030300040743,16065087,"Staatliche Grundschule Bottendorf",1,"D-06571","Roßleben-Wiehe","Bergstraße 9b"
31831,51.0041200001743,11.0067699993992,16051000,"Staatliches regionales Förderzentrum Erfurt-Nord",1,"D-99091","Erfurt","Berliner Straße 1"
60482,50.8957999948858,12.0771999713393,16052000,"Staatliche Berufsbildende Schule Technik",0,"D-07546","Gera","Berliner Straße 157"
18713,51.0045400173424,11.0063700149797,16051000,"Grundschule am Berliner Platz Erfurt Staatliche Grundschule",1,"D-99091","Erfurt","Berliner Straße 1a"
78420,50.5656400139283,10.4207800004728,16066042,"Evangelisches Gymnasium Meiningen",0,"D-98617","Meiningen","Berliner Straße 27"
50207,50.8919099955316,10.3647199880168,16063066,"Staatliches Gymnasium ""Albert Schweitzer"" Ruhla",0,"D-99842","Ruhla","Bermbachtal 24"
65394,50.5725299802481,10.4158699654117,16066042,"Staatlich anerkannte Höhere Berufsfachschule für Gesundheits- und Pflegeberufe in Meiningen, Träger: GAW-Institut für berufliche Bildung gemeinnützige GmbH",0,"D-98617","Meiningen","Bernhardstraße 3"
16330,50.7073399846942,10.2109799581631,16066061,"Staatliche Grundschule Roßdorf",1,"D-98590","Roßdorf","Bernshäuser Straße 18"
60239,50.9737500180368,10.9949500071793,16051000,"Walter-Gropius-Schule Erfurt Staatliche Berufsbildende Schule 7",0,"D-99092","Erfurt","Binderslebener Landstraße 162"
50644,51.5051599971509,10.7930799996448,16062041,"Staatliches Gymnasium ""Wilhelm von Humboldt"" Nordhausen",0,"D-99734","Nordhausen","Blasiistraße 16"
18670,50.9834700082352,11.0091300080573,16051000,"EUROPA-SCHULE Jacob-und-Wilhelm-Grimm-Schule Erfurt Staatliche Grundschule",1,"D-99092","Erfurt","Blumenstraße 20"
19417,50.9735799911309,11.3435100258065,16055000,"Staatliche Grundschule ""Louis Fürnberg"" Weimar",1,"D-99425","Weimar","Bodelschwinghstraße 78"
20004,51.0039899968561,12.4305400217094,16077001,"Dietrich-Bonhoeffer-Schule Altenburg Staatliche Regelschule",0,"D-04600","Altenburg","Bonhoefferstraße 1"
19361,50.9963799831441,11.3145300146726,16055000,"Staatliche Grundschule ""Lucas Cranach"" Weimar",1,"D-99427","Weimar","Bonhoefferstraße 26"
32095,50.9963799831441,11.3145300146726,16055000,"Diesterwegschule Weimar Staatliches überregionales Förderzentrum Förderschwerpunkt Sehen",1,"D-99427","Weimar","Bonhoefferstraße 26"
32112,50.9964399975708,11.3084300008176,16055000,"Staatliches regionales Förderzentrum Weimar",1,"D-99427","Weimar","Bonhoefferstraße 46"
24576,51.1073700017796,10.6449499775865,16064003,"Staatliche Regelschule ""Wiebeckschule"" Bad Langensalza",0,"D-99947","Bad Langensalza","Bornklagengasse 14-16"
16264,50.5737099845771,11.804040033279,16075098,"Staatliche Grundschule ""Johann Friedrich Böttger"" Schleiz",1,"D-07907","Schleiz","Böttgerstraße 6"
45417,51.221790020923,10.3089599638753,16064055,"Staatliche Gemeinschaftsschule Rodeberg",1,"D-99976","Rodeberg","Brandstraße 5"
21758,50.7910000117454,12.2406899986047,16076069,"Staatliche Regelschule ""Im Ländereck"" Seelingstädt",0,"D-07580","Seelingstädt","Braunichswalder Weg 60"
30546,50.9541200198951,10.7057200328939,16067029,"Lucas-Cranach-Schule Staatliches regionales Förderzentrum Gotha",1,"D-99867","Gotha","Breite Gasse 5"
11919,51.0930999792614,11.0980699635568,16068021,"Staatliche Grundschule Großrudestedt",1,"D-99195","Großrudestedt","Breite Straße 2"
70648,50.4209500087523,10.733890016905,16069024,"Albert-Schweitzer-Förderschule Hildburghausen Staatlich anerkannte Ersatzschule",1,"D-98646","Hildburghausen","Breiter Rasen 2"
14189,51.1182199982545,10.647149975713,16064003,"Staatliche Grundschule ""Sonnenhof"" Bad Langensalza",1,"D-99947","Bad Langensalza","Brentanostraße 1"
45433,51.0533000207754,10.6802099620366,16064003,"Brückenschule Aschara Staatliche Gemeinschaftsschule",1,"D-99947","Bad Langensalza","Brückenstraße 12"
30768,50.8000300036744,11.5917899606711,16074044,"Staatliches regionales Förderzentrum ""Siegfried Schaffner"" Kahla",1,"D-07768","Kahla","Brückenstraße 1a"
21161,51.0081400028468,11.6795199884472,16074011,"Staatliche Regelschule ""Unter den Dornburger Schlössern"" Dorndorf",0,"D-07774","Dornburg-Camburg","Brückenstraße 38"
14822,51.1771399998931,10.2784299712062,16064074,"Staatliche Grundschule Katharinenberg",1,"D-99988","Südeichsfeld","Brunkelstraße 1a"
12434,50.9440199942067,10.6875899763254,16067029,"Ludwig-Bechstein-Schule Gotha, Staatliche Grundschule",1,"D-99867","Gotha","Brunnenstraße 46"
14914,51.2051000172296,10.4645799707922,16064046,"Martinischule Mühlhausen Staatliche Grundschule",1,"D-99974","Mühlhausen","Brunnenstraße 66/67"
45567,50.9610500098025,10.7105399624959,16067029,"Staatliche Gemeinschaftsschule Gotha",1,"D-99867","Gotha","Bufleber Straße 13"
12417,50.9610500098025,10.7105399624959,1,"Brüder-Grimm-Schule Gotha Staatliche Grundschule",1,"D-99867","Gotha","Bufleber Straße 13"
26739,51.0120400185753,10.9999400055967,16051000,"Regelschule an der Geraaue Staatliche Regelschule Erfurt",0,"D-99091","Erfurt","Bukarester Straße 3"
18726,51.0125799807778,10.999689973425,16051000,"Grundschule an der Geraaue Staatliche Grundschule Erfurt",1,"D-99091","Erfurt","Bukarester Straße 4"
