"Schulnummer","Latitude","Longitude","Gemeinden.Kennziffer","Schulname","Grundschulen","PLZ","Ort_parsed","Strasse"
25756,51.1584100086048,11.1218800168121,16068051,"Staatliche Regelschule ""Christian Gotthilf Salzmann"" Sömmerda",0,"D-99610","Sömmerda","Kölledaer Straße 29"
70471,50.6859999944856,11.2553299736489,16073005,"Fürstin-Anna-Luisen-Schule Förderschule",1,"D-07422","Bad Blankenburg","Königseer Straße 40"
13425,50.3880820459287,10.6593826025727,16069062,"Staatliche Grundschule Bedheim",1,"D-98630","Römhild","Krautweg 10"
23803,51.2585999869083,10.1633499610067,16061113,"Staatliche Regelschule Ershausen",0,"D-37308","Schimberg","Kreisstraße 5"
31344,50.7181800067044,10.4413600035204,16066063,"Staatliches regionales Förderzentrum ""Ludwig Bechstein"" Schmalkalden",1,"D-98574","Schmalkalden","Krötengasse 3"
75826,50.6469399904119,11.3720300380942,16073077,"Freie Gemeinschaftsschule als Wirtschaftsschule Sabel Saalfeld",1,"D-07318","Saalfeld","Kulmbacher Straße 62"
64507,51.3537899923296,11.0971199586508,16065003,"Kyffhäuser-Paracelsus-Schule Berufsbildende Schule in freier Trägerschaft",0,"D-06567","Bad Frankenhausen","Kyffhäuserstraße 61"
65231,50.810420001303,10.2304200223789,16063003,"Fachschule für Gesundheitsfachberufe Bad Salzungen gGmbH",0,"D-36433","Bad Salzungen","Langenfelder Straße 8"
77559,50.9611099823197,10.7089199920692,16067029,"Evangelische Regelschule Gotha",0,"D-99867","Gotha","Langensalzaer Straße 72-76"
26558,50.9778900076532,11.0070600132491,16051000,"Friedrich-Ebert-Schule Erfurt Staatliche Regelschule",0,"D-99092","Erfurt","Langer Graben 19"
18672,50.9778900076532,11.0070600132491,16051000,"Staatliche Grundschule Erfurt",1,"D-99092","Erfurt","Langer Graben 19"
60256,50.9788299961848,11.0072900126722,16051000,"Ernst-Benary-Schule Staatliche Berufsbildende Schule 5 Erfurt",0,"D-99092","Erfurt","Langer Graben 82"
50867,51.1869800189449,11.2376900069591,16068034,"Staatliches Gymnasium ""Prof. Fritz Hofmann"" Kölleda",0,"D-99625","Kölleda","Langer Weg 165"
24661,51.244790005146,10.6577199747123,16064077,"Staatliche Regelschule Schlotheim",0,"D-99994","Nottertal-Heilinger Höhen","Laubgasse 12b"
15004,51.244790005146,10.6577199747123,16064077,"Staatliche Grundschule Schlotheim",1,"D-99994","Nottertal-Heilinger Höhen","Laubgasse 12b"
45807,50.4376400124457,11.1542899865444,16072019,"Nordschule Steinach Staatliche Gemeinschaftsschule",1,"D-96523","Steinach","Lauschaer Straße 35"
17843,50.9329200074696,11.2920899834913,16055000,"Staatliche Grundschule Legefeld",1,"D-99428","Weimar","Legefelder Hauptstraße 20"
51051,51.3809399825432,10.3274999793281,16061115,"Gottfried-Wilhelm-Leibniz-Gymnasium Staatliches Gymnasium Leinefelde",0,"D-37327","Leinefelde-Worbis","Leibnizplatz 1"
60346,50.9824299816892,11.0420699655274,16051000,"Marie-Elise-Kayser-Schule Erfurt Staatliche Berufsbildende Schule 6 für Gesundheit und Soziales",0,"D-99085","Erfurt","Leipziger Straße 15"
14522,50.5778000180506,10.4165400147515,16066042,"Staatliche Grundschule ""Ludwig Chronegk"" Meiningen",1,"D-98617","Meiningen","Leipziger Straße 20"
65138,50.9862300013128,11.0498499642358,16051000,"DRK-Bildungswerk Thüringen gGmbH Staatlich genehmigte Ersatzschule-Rettungsdienstschule",0,"D-99085","Erfurt","Leipziger Straße 56 b"
10332,51.025359994278,11.5227000282717,16071001,"Staatliche Grundschule ""Gotthold Ephraim Lessing"" Apolda",1,"D-99510","Apolda","Lessingstraße 30"
31900,50.9060200075181,12.0883800052518,16052000,"Staatliches regionales Förderzentrum ""Am Brahmetal"" Gera",1,"D-07552","Gera","Leuchtenburgstraße 6"
24781,50.5260299893683,11.1914700135549,16072013,"Staatliche Regelschule ""Lichtetal"" Lichte",0,"D-98724","Neuhaus am Rennweg","Lichtetalstraße 2"
11349,50.8363599799743,10.2944199602559,16063003,"Moorgrundschule Staatliche Grundschule Gumpelstadt",1,"D-36433","Bad Salzungen","Liebensteiner Straße 17"
12357,50.7719100177157,12.0369599629366,16076079,"Staatliche Grundschule Weida-Liebsdorf",1,"D-07570","Weida","Liebsdorfer Straße 10"
13171,51.3796500076445,10.1371300267694,16061045,"Lorenz-Kellner-Schule Heiligenstadt Staatliche Grundschule",1,"D-37308","Heilbad Heiligenstadt","Lindenallee 23"
26243,51.3796500076445,10.1371300267694,16061045,"Lorenz-Kellner-Schule Heiligenstadt Staatliche Regelschule",0,"D-37308","Heilbad Heiligenstadt","Lindenallee 23"
15590,50.6594499809013,11.5715400369705,16075088,"Staatliche Grundschule Ranis",1,"D-07389","Ranis","Lindenstraße 20a"
25125,50.6594499809013,11.5715400369705,16075088,"Staatliche Regelschule Ranis",0,"D-07389","Ranis","Lindenstraße 20a"
60779,50.8053399812455,10.2212099871697,16063003,"Staatliches Berufsbildungszentrum und Medizinische Fachschule Bad Salzungen",0,"D-36433","Bad Salzungen","Lindigallee 1"
19238,50.6109499841048,10.6718100377693,16054000,"Lautenbergschule Suhl Staatliche Grundschule",1,"D-98529","Suhl","Linsenhofer Straße 46"
45147,50.6109499841048,10.6718100377693,16054000,"Lautenbergschule Suhl Staatliche Gemeinschaftsschule",1,"D-98529","Suhl","Linsenhofer Straße 46"
64523,51.3775000075705,10.327269979905,16061115,"IPB-Höhere Berufsfachschule und Berufsfachschule für Pflegeberufe der VHS-Bildungswerk GmbH",0,"D-37327","Leinefelde-Worbis","Lisztstraße 2"
16145,50.4386299990298,11.8564099966811,16075131,"Staatliche Grundschule Gefell",1,"D-07926","Gefell","Lobensteiner Straße 10"
26185,50.9061500108364,11.4430799947321,16071053,"Staatliche Regelschule Magdala/Großschwabhausen (Verbund)",0,"D-99441","Magdala","Lohmaer Straße 1"
24931,51.4431500069067,10.569389970307,16062066,"Staatliche Regelschule ""Löwentor"" Bleicherode",0,"D-99752","Bleicherode","Löwentorstraße 32"
76508,51.1578299809051,11.1381099797497,16068051,"Evangelische Grundschule Sömmerda",1,"D-99610","Sömmerda","Lucas-Cranach-Straße 20 a"
10235,51.0158599871285,12.4670700321286,16077052,"Staatliche Grundschule Windischleuba",1,"D-04603","Windischleuba","Luckaer Straße 24"
13501,50.5095499942589,10.6212600370037,16069051,"Staatliche Grundschule ""Anne Frank"" Themar",1,"D-98660","Themar","Ludwigstraße 19"
63082,50.9991199853826,11.3122000132279,16055000,"Staatliches Berufsbildungszentrum Weimar ""Janusz Korczak""",0,"D-99427","Weimar","Lützendorfer Straße 10"
18607,51.0047999820694,11.0330999880252,16051000,"Gisperslebener Schule Staatliche Grundschule",1,"D-99086","Erfurt","Magdeburger Allee 216"
60539,50.9019300159542,12.0896900128991,16052000,"Staatliche Berufsbildende Schule Gesundheit, Soziales und Sozialpädagogik",0,"D-07552","Gera","Maler-Fischer-Straße 2"
75083,50.934790010068,11.6052600143502,16053000,"Freie Ganztagsschule Leonardo - Gemeinschaftsschule",1,"D-07749","Jena","Marie-Juchacz-Straße 1"
30169,51.3657099806544,11.2890200276342,16065086,"Staatliches regionales Förderzentrum Artern",1,"D-06556","Artern","Marien-Kirchstraße 6"
12824,50.6589000023244,12.1981199887572,16076022,"Staatliche Grundschule ""Johann Wolfgang Goethe"" Greiz",1,"D-07973","Greiz","Marienstraße 12-14"
30594,50.6589000023244,12.1981199887572,16076022,"Staatliches regionales Förderzentrum ""Friedrich Fröbel"" Greiz",1,"D-07973","Greiz","Marienstraße 12-14"
11442,50.9741800096697,10.3187999829272,16056000,"Georgenschule Eisenach Staatliche Grundschule",1,"D-99817","Eisenach","Markt 13"
26404,50.6994099918284,11.8995300270149,16076092,"Staatliche Regelschule ""Franz Kolbe"" Auma",0,"D-07955","Auma-Weidatal","Markt 9"
18337,50.6994099918284,11.8995300270149,16076092,"Staatliche Grundschule Auma",1,"D-07955","Auma-Weidatal","Markt 9"
16067,50.533700017507,11.3777800236725,16073067,"Staatliche Grundschule Probstzella",1,"D-07330","Probstzella","Marktgölitzer Straße 4"
21702,50.864970013902,12.1841500383728,16076061,"Friedrich-Schiller-Schule Staatliche Regelschule Ronneburg",0,"D-07580","Ronneburg","Martin-Luther-Straße 11"
30455,50.864970013902,12.1841500383728,16076061,"Staatliches regionales Förderzentrum Ronneburg Förderschwerpunkt Lernen",1,"D-07580","Ronneburg","Martin-Luther-Straße 11"
12717,50.8625089378716,10.5728614659858,16067019,"Staatliche Grundschule ""Friedrich Buschmann"" Friedrichroda",1,"D-99894","Friedrichroda","Max-Küstner-Straße 2"
62315,50.3521099827961,11.2133399915012,16072018,"Staatliche Berufsbildende Schule Sonneberg",0,"D-96515","Sonneberg","Max-Planck-Straße 49"
45780,50.351310013957,11.212310023239,16072018,"Sibylle-Abel-Schule Sonneberg Staatliche Gemeinschaftsschule",1,"D-96515","Sonneberg","Max-Planck-Straße 51"
27258,51.0135299856838,11.3361699931958,16055000,"Staatliche Regelschule Weimar-Schöndorf",0,"D-99427","Weimar","Max-Reichpietsch-Straße 14"
19314,51.0135299856838,11.3361699931958,16055000,"Staatliche Grundschule Weimar-Schöndorf",1,"D-99427","Weimar","Max-Reichpietsch-Straße 14"
25769,51.044599982465,10.9493299904044,16070013,"Staatliche Regelschule Elxleben",0,"D-99189","Elxleben","Maxim-Gorki-Straße 11"
24555,50.5548100082925,10.2877799841984,16066093,"Staatliche Regelschule ""Vordere Rhön"" Bettenhausen",0,"D-98617","Rhönblick","Meininger Str. 167"
25551,50.6609300154545,10.3716300289946,16066086,"Staatliche Regelschule Wasungen",0,"D-98634","Wasungen","Meininger Straße 21"
78057,50.9760299795196,11.028950023944,16051000,"Evangelisches Ratsgymnasium Staatlich anerkanntes Gymnasium in Trägerschaft der Evangelischen Schulstiftung in Mitteldeutschland",0,"D-99084","Erfurt","Meister-Eckehart-Straße 1"
51154,50.9727399987042,11.0196499670947,16051000,"Königin-Luise-Gymnasium Erfurt Staatliches Gymnasium",0,"D-99084","Erfurt","Melanchthonstraße 3"
23126,50.8286399956926,10.7353499768001,16067053,"Michaelisschule Ohrdruf Staatliche Regelschule",0,"D-99885","Ohrdruf","Michaelisplatz 3"
18066,51.4586699807358,10.2420100151757,16061003,"Staatliche Grundschule ""Am Rotenberg"" Berlingerode",1,"D-37339","Berlingerode","Mitteldorfstraße 1"
26390,51.4586699807358,10.2420100151757,16061003,"Staatliche Regelschule Lindenberg/Eichsfeld",0,"D-37339","Berlingerode","Mitteldorfstraße 1"
45021,51.0041399910134,11.0199300064798,16051000,"Gemeinschaftsschule Otto Lilienthal Staatliche Gemeinschaftsschule Erfurt",1,"D-99089","Erfurt","Mittelhäuser Straße 21"
21308,51.0046199806987,11.0196900325919,16051000,"Otto-Lilienthal-Schule Erfurt Staatliche Regelschule",0,"D-99089","Erfurt","Mittelhäuser Straße 21a"
63829,51.0078221542529,11.0189139357626,16051000,"Berufsbildende Schulen St. Elisabeth des Caritasverbandes für das Bistum Erfurt e.V.",0,"D-99089","Erfurt","Mittelhäuser Straße 76-77"
75533,51.3611700066184,10.8937699584727,16065067,"Freie Gemeinschaftsschule Armin Mueller-Stahl Sondershausen",1,"D-99706","Sondershausen","Mittelstraße 37"
45447,51.1186600062617,10.8378999637616,16064022,"Staatliche Gemeinschaftsschule Herbsleben",1,"D-99955","Herbsleben","Mitteltor 4"
11533,50.9652399974713,10.0685499655402,16063097,"Staatliche Grundschule ""Fritz Erbe"" Gerstungen",1,"D-99834","Gerstungen","Mittelweg 2"
13365,51.3312800141663,10.1197300339675,16061067,"Staatliche Grundschule ""Im Luttertal""",1,"D-37318","Lutter","Mittlau 8"
50526,50.5915999834387,10.4161599792615,16066042,"Henfling-Gymnasium Meiningen Staatliches Gymnasium",0,"D-98617","Meiningen","Moritz-Seebeck-Allee 1"
45177,50.9895499893416,11.3033600390439,16055000,"Staatliche Gemeinschaftsschule ""Carl Zeiss"" Weimar",1,"D-99427","Weimar","Moskauer Straße 63"
19327,50.9895499893416,11.3033600390439,16055000,"Albert-Schweitzer-Schule Weimar Staatliche Grundschule",1,"D-99427","Weimar","Moskauer Straße 63"
40024,50.958779980875,11.0396699751912,16051000,"Staatliches Pierre-de-Coubertin Gymnasium Erfurt Spezialschule für Sport",0,"D-99096","Erfurt","Mozartallee 4"
12450,50.9425000198849,10.7143399821196,16067029,"Staatliche Grundschule ""Andreas Reyher"" Gotha",1,"D-99867","Gotha","Mozartstraße 17"
22449,50.9425000198849,10.7143399821196,16067029,"Staatliche Regelschule ""Andreas Reyher"" Gotha",0,"D-99867","Gotha","Mozartstraße 17"
64193,50.9886700152367,10.3151599738352,16056000,"Krankenpflegeschule am St. Georg Klinikum Eisenach",0,"D-99817","Eisenach","Mühlhäuser Straße 94-95"
12087,50.9981999876901,11.1450900096191,16051000,"Staatliche Grundschule Vieselbach",1,"D-99098","Erfurt","Mühlplatz 2"
12374,50.7373300151608,12.0830900185197,16076079,"Staatliche Grundschule Hohenölsen",1,"D-07570","Weida","Mühlweg 4"
20543,51.3575499883655,11.0923700179403,16065003,"Juri-Gagarin-Schule Bad Frankenhausen Staatliche Regelschule",0,"D-06567","Bad Frankenhausen","Müldener Straße 11"
31826,50.9552999823146,11.0610699798265,16051000,"Waidschule am Muldenweg Staatliches regionales Förderzentrum Erfurt-Süd",1,"D-99099","Erfurt","Muldenweg 10"
64540,50.9843900059277,12.4496500065781,16077001,"Euro Akademie Altenburg, Berufsbildende Ersatzschule",0,"D-04600","Altenburg","Münsaer Straße 33"
76478,50.7177099914838,10.4666900310976,16066063,"Martin-Luther-Schule Schmalkalden Grundschule in Trägerschaft der Evangelischen Kirche von Kurhessen-Waldeck",1,"D-98574","Schmalkalden","Näherstiller Straße 39"
12914,50.6554099873898,12.1046099681894,16076039,"Staatliche Grundschule Naitschau",1,"D-07957","Langenwetzendorf","Naitschau 119"
50180,50.986789996264,10.3061100329766,16056000,"Elisabeth-Gymnasium Eisenach Staatliches Gymnasium",0,"D-99817","Eisenach","Nebestraße 24"
16761,51.1338999826153,11.3613799919194,16068063,"Grundschule im Grünen Staatliche Grundschule Guthmannshausen",1,"D-99628","Buttstädt","Nermsdorfer Straße 73"
45007,50.9910500147338,11.0204599942176,16051000,"Jenaplanschule Erfurt Staatliche Gemeinschaftsschule",1,"D-99089","Erfurt","Nettelbeckufer 25"
50734,50.6574400005198,11.0921199857686,16073112,"Staatliches Gymnasium ""Dr. Max Näder"" Königsee",0,"D-07426","Königsee","Neue Schulstraße 1"
75820,50.6902300057422,11.3191200286705,16073076,"Friedrich-Adolf-Richter-Schule Freie Gemeinschaftsschule der AWO Rudolstadt",1,"D-07407","Rudolstadt","Neue Schulstraße 21"
15077,50.5524499996344,11.0545399743386,16073037,"Staatliche Grundschule Katzhütte",1,"D-98746","Katzhütte","Neuhäuser Straße 18"
30713,50.6856200009052,10.9260200014925,16070029,"Staatliches regionales Förderzentrum ""Dr. Hans Vogel"" Ilmenau Förderschwerpunkt geistige Entwicklung",1,"D-98693","Ilmenau","Neuhäuser Weg 9"
64837,50.6021100099208,10.6874400240776,16054000,"Private Fachschule für Wirtschaft und Soziales - Suhl II, Staatlich anerkannte berufsbildende Ersatzschule",0,"D-98527","Suhl","Neundorfer Straße 28"
25276,50.7774400202453,11.3839200192056,16073109,"Staatliche Regelschule Neusitz",0,"D-07407","Uhlstädt-Kirchhasel","Neusitz 29"
13540,50.5227100013395,10.8819799734661,16069042,"Staatliche Grundschule Schönbrunn",1,"D-98667","Schleusegrund","Neustädter Straße 26"
70605,51.1631200095467,11.1154700401777,16068051,"Finneck-Förderschule Sömmerda Maria Martha, Freie Schule der Stiftung Finneck",1,"D-99610","Sömmerda","Nicolaus-von-Dreyse-Str. 9"
11470,50.9961499837209,10.3107299703689,16056000,"Mosewaldschule Eisenach Staatliche Grundschule",1,"D-99817","Eisenach","Nordplatz 3"
70575,50.7130499885944,10.4575599592447,16066063,"Bentheim-Schule Staatlich anerkanntes Förderzentrum mit den Förderschwerpunkten Sehen, geistige Entwicklung und weiteren Förderschwerpunkten",1,"D-98574","Schmalkalden","Notstraße 11"
76481,50.7265099839896,10.4856000237565,16066063,"Weidenschule - Grundschule in freier Trägerschaft",1,"D-98574","Schmalkalden","Obere Herrenwiese 1"
14639,50.6081800165624,10.1152400160745,16066095,"Staatliche Grundschule Kaltenwestheim",1,"D-36452","Kaltenordheim","Obertorstraße 8"
15800,50.6362300136295,11.2584399950031,16073077,"Staatliche Grundschule Dittrichshütte",1,"D-07318","Saalfeld","Oberwirbacher Weg 1"
24105,50.7177063349859,10.8428508053683,16070057,"Staatliche Regelschule ""Geratal"" Geraberg",0,"D-99331","Geratal","Ohrdrufer Straße 27a"
16187,50.6765900089762,11.8167100343,16075068,"Kleine Grundschule im Grünen Staatliche Grundschule Moßbach",1,"D-07907","Moßbach","Ortsstraße 2"
15617,50.7416800133612,11.5819599999031,16075054,"Staatliche Grundschule Langenorla",1,"D-07381","Langenorla","Ortsstraße 87"
45117,50.8929900037558,11.5812000127422,16053000,"Staatliche Gemeinschaftsschule ""Galileo"" Winzerla",1,"D-07745","Jena","Oßmaritzer Straße 12"
15214,51.5012300161185,10.8195699988024,16062041,"Staatliche Grundschule ""Am Förstemannweg"" Nordhausen",1,"D-99734","Nordhausen","Ostrower Straße 13"
14985,51.166179990939,10.4302200351051,16064075,"Vogteischule Oberdorla Staatliche Grundschule",1,"D-99986","Vogtei","Oststraße 14"
27105,50.6140199818714,10.7110299685556,16054000,"Paul-Greifzu-Schule Suhl Staatliche Regelschule",0,"D-98527","Suhl","Otto-Bruchholz-Straße 2"
30019,51.0036299941147,12.4308300355593,16077001,"Regenbogenschule Altenburg Staatliches regionales Förderzentrum Förderschwerpunkt geistige Entwicklung",1,"D-04600","Altenburg","Otto-Dix-Straße 46"
18443,50.6563599922957,11.9816000070337,16076087,"Rötlein-Grundschule Zeulenroda Staatliche Grundschule",1,"D-07937","Zeulenroda-Triebes","Otto-Grotewohl-Ring 37"
52519,50.8076400173863,10.2193300101065,16063003,"Staatliches Dr.-Sulzberger-Gymnasium Bad Salzungen",0,"D-36433","Bad Salzungen","Otto-Grotewohl-Straße 32"
30245,50.809760010247,10.2151799622063,16063003,"Paul-Geheeb-Schule Staatliches regionales Förderzentrum Bad Salzungen Förderschwerpunkt geistige Entwicklung",1,"D-36433","Bad Salzungen","Otto-Grotewohl-Straße 81"
63773,50.9406899898037,11.2773300387325,16055000,"Evangelische Pflegeschule Weimar-Holzdorf",0,"D-99428","Weimar","Otto-Krebs-Weg 5a"
79111,50.8372599868277,12.0659200251409,16052000,"Freie Waldorfschule Gera",1,"D-07549","Gera","Otto-Rothe-Straße 32"
65035,50.9929599990104,11.3373000413819,16055000,"Grone Gesundheitsakademie Thüringen - gemeinnützig -, Berufsfachschule & Höhere Berufsfachschule",0,"D-99427","Weimar","Otto-Schott-Straße 2"
18876,50.8368700187825,12.0646199919584,16052000,"Erich Kästner Grundschule Gera Staatliche Grundschule",1,"D-07549","Gera","Otto-Worms-Straße 58"
60269,50.9815300167452,10.3360299907327,16056000,"Staatliches Berufsschulzentrum ""Heinrich Ehrhardt""",0,"D-99817","Eisenach","Palmental 14"
64417,50.6375699865807,10.8618199875866,16070029,"Höhere Berufsfachschule für Physiotherapie Stützerbach, Kur-Natur-Lehrinstitut gGmbH",0,"D-98694","Stützerbach","Papiermühlenstraße 3a"
60899,50.9261600025586,11.5894700175102,16053000,"Karl-Volkmar-Stoy-Schule Jena Staatliches Berufsschulzentrum Wirtschaft und Verwaltung",0,"D-07743","Jena","Paradiesstraße 5"
65588,50.8333300057954,10.9551200414799,16070004,"Private Pflegeakademie Arnstadt, Höhere Berufsfachschule für Altenpflege",0,"D-99310","Arnstadt","Parkweg 3"
63019,51.0728899953295,11.2894900009453,16071102,"Staatliche Berufsbildende Schule Weimarer Land/Sömmerda",0,"D-99439","Am Ettersberg","Parkweg 90"
76254,50.9542700140524,11.0622400096908,16051000,"Montessori-Integrationsschule (Grundschule)",1,"D-99097","Erfurt","Paulinzeller Weg 12"
25456,50.4119700148757,11.8194700273776,16075046,"Staatliche Regelschule ""Johann Heinrich Pestalozzi"" Hirschberg",0,"D-07927","Hirschberg","Pestalozzistraße 20"
10149,51.0461300150706,12.3038599604293,16077032,"Staatliche Grundschule Meuselwitz",1,"D-04610","Meuselwitz","Pestalozzistraße 26"
15200,51.5002099804115,10.7961200321075,16062041,"Staatliche Grundschule ""Bertolt Brecht"" Nordhausen",1,"D-99734","Nordhausen","Petersberg 1"
24816,51.4998400032054,10.796520016527,16062041,"Petersbergschule Nordhausen Staatliche Regelschule",0,"D-99734","Nordhausen","Petersberg 2"
15410,51.5290500137625,10.8252199882759,16062041,"Staatliche Grundschule Petersdorf",1,"D-99735","Nordhausen","Petersdorfer Straße 24"
50540,50.6060800145409,10.1548000006726,16066095,"Thüringisches Rhön-Gymnasium Kaltensundheim Staatliches Gymnasium",0,"D-36452","Kaltennordheim","Petersgärten 12"
24571,51.2116000155041,10.4502899993445,16064046,"Petrischule Mühlhausen Staatliche Regelschule",0,"D-99974","Mühlhausen","Petriteich 14"
20920,50.9737099944491,10.318379965759,16056000,"Staatliche Regelschule ""Johann Wolfgang v. Goethe"" Eisenach",0,"D-99817","Eisenach","Pfarrberg 1"
11335,50.7555899912285,9.95430001521217,16063011,"Staatliche Grundschule Buttlar",1,"D-36419","Buttlar","Pfarrer-Wiegel-Straße 5"
11152,50.7990100098769,9.99724997673056,16063078,"Staatliche Grundschule Sünna",1,"D-36414","Unterbreizbach","Pferdsdorfer Straße 4"
25312,50.6449699917086,11.3542899914804,16073077,"Staatliche Regelschule ""Geschwister Scholl"" Saalfeld",0,"D-07318","Saalfeld","Pfortenstraße 16"
76143,50.6449699917086,11.3542899914804,16073077,"Johannesschule Saalfeld, Staatlich anerkannte Ersatzschule in Trägerschaft der Evangelischen Schulstiftung in Mitteldeutschland",1,"D-07318","Saalfeld","Pfortenstraße 16"
62028,50.6438800090197,11.3494099636327,16073077,"Staatliche Berufsbildende Schule für Gesundheit und Soziales-Medizinische Fachschule Saalfeld-""Georgius Agricola""",0,"D-07318","Saalfeld","Pfortenstraße 42 a"
26332,51.3780700188959,10.3237100179883,16061115,"Staatliche Regelschule ""Johann Carl Fuhlrott"" Leinefelde",0,"D-37327","Leinefelde-Worbis","Planckstraße 9"
18083,51.3780700188959,10.3237100179883,16061115,"Staatliche Grundschule ""Johann Carl Fuhlrott"" Leinefelde",1,"D-37327","Leinefelde-Worbis","Planckstraße 9"
60003,50.9817399834198,12.4482000211478,16077001,"Staatliche Berufsbildende Schule für Wirtschaft und Soziales",0,"D-04600","Altenburg","Platanenstraße 3"
10105,50.9806500007308,12.4479599634409,16077001,"Platanen-Schule Altenburg Staatliche Grundschule",1,"D-04600","Altenburg","Platanenstraße 5a"
18913,50.8625600071915,12.0912799761124,16052000,"Pfortener Schule Gera Staatliche Grundschule",1,"D-07551","Gera","Plauensche Straße 165"
61187,50.645969994667,12.195719998421,16076022,"Staatliches Berufsbildungszentrum ""Ernst Arnold"" Greiz-Zeulenroda",0,"D-07973","Greiz","Plauensche Straße 2a"
23580,50.6596799803244,12.2128999662646,16076022,"Staatliche Regelschule Greiz-Pohlitz",0,"D-07973","Greiz","Pohlitzer Straße 85"
12927,50.6596799803244,12.2128999662646,16076022,"Staatliche Grundschule Greiz-Pohlitz",1,"D-07973","Greiz","Pohlitzer Straße 85"
50690,50.735640013933,11.7419499958595,16075073,"Orlatal-Gymnasium Neustadt an der Orla Staatliches Gymnasium",0,"D-07806","Neustadt an der Orla","Pößnecker Straße 24"
30799,51.1047799936984,10.6458900080276,16064003,"Staatliches regionales Förderzentrum ""An der Salza"" Bad Langensalza",1,"D-99947","Bad Langensalza","Poststraße 2-3"
14145,51.1046400159153,10.6442700376009,16064003,"Christoph-Wilhelm-Hufeland-Schule Bad Langensalza Staatliche Grundschule",1,"D-99947","Bad Langensalza","Poststraße 4-5"
18160,51.2750000186614,10.2816399886653,16061063,"Staatliche Grundschule Küllstedt",1,"D-37359","Küllstedt","Poststraße 6"
26273,51.2750000186614,10.2816399886653,16061063,"Staatliche Regelschule Küllstedt",0,"D-37359","Küllstedt","Poststraße 6"
15290,51.4378300129612,10.5753999625218,16062066,"Petermannschule Bleicherode Staatliche Grundschule",1,"D-99752","Bleicherode","Postweg 11"
51408,50.989460009611,11.3079900347199,16055000,"Humboldt-Gymnasium Staatliches Gymnasium Weimar",0,"D-99427","Weimar","Prager Straße 42"
78090,50.9745499868759,10.3167900025457,16056000,"Martin-Luther-Gymnasium Staatlich anerkannte Ersatzschule",0,"D-99817","Eisenach","Predigerplatz 4"
10615,50.8248400179785,10.9551300159447,16070004,"Staatliche Grundschule ""Ludwig Bechstein"" Arnstadt",1,"D-99310","Arnstadt","Prof.-Frosch-Straße 26"
75886,50.7355999903453,11.7484599685988,16075073,"Schlossschule der Arbeiterwohlfahrt (Gemeinschaftsschule)",1,"D-07806","Neustadt an der Orla","Puschkinplatz 1"
11636,51.1371299909135,10.2306399635182,16063076,"Staatliche Grundschule Treffurt",1,"D-99830","Treffurt","Puschkinstraße 24"
16774,51.0667699906355,10.9352899673094,16068057,"Staatliche Grundschule ""Hans Christian Andersen"" Walschleben",1,"D-99189","Walschleben","Querstraße 2a"
25665,50.8950999802421,12.3562799637934,16077043,"Staatliche Regelschule ""Am Eichberg"" Schmölln",0,"D-04626","Schmölln","R.-Seyfarth-Straße 21"
