"Name","School","lat","lon","PLZ","Location","School.Type","Board","Board.Type","District","Admin","AGS","AGS.Name","Großstadtregionaler.Einzugsbereich","Stadt.und.Gemeindetyp","BBSR.Mittelbereiche","RegioStar2","RegioStar5","RegioStar7","RegioStar17","Raumtyp","Wachsen.Schrumpfen"
"Staatliche Grundschule ""Im Saaletal"" Camburg",14012,51.0555000189019,11.7007400336213,7774,"Dornburg-Camburg","Grundschule","Landratsamt Saale-Holzland-Kreis","staatlich","Saale-Holzland-Kreis","Staatliches Schulamt Ostthüringen",16074011,"Dornburg-Camburg, Stadt","engerer Pendlerverflechtungsbereich","Kleine Kleinstadt","Jena","Stadtregion","Kleinstädtischer, dörflicher Raum","Stadtregion - kleinstädtischer, dörflicher Raum","Regiopolitane Stadtregion - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule ""Elstertal"" Crossen",11773,50.9725799881726,11.9755999892836,7613,"Crossen an der Elster","Grundschule","Landratsamt Saale-Holzland-Kreis","staatlich","Saale-Holzland-Kreis","Staatliches Schulamt Ostthüringen",16074012,"Crossen an der Elster","nicht zu Großstadtregion gehörend","Landgemeinde","Eisenberg","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule Herzog Christian Eisenberg",11725,50.9678999944441,11.9085399861953,7607,"Eisenberg","Grundschule","Landratsamt Saale-Holzland-Kreis","staatlich","Saale-Holzland-Kreis","Staatliches Schulamt Ostthüringen",16074018,"Eisenberg, Stadt","weiterer Pendlerverflechtungsbereich","Größere Kleinstadt","Eisenberg","Stadtregion","Kleinstädtischer, dörflicher Raum","Stadtregion - kleinstädtischer, dörflicher Raum","Regiopolitane Stadtregion - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule ""Martin Luther"" Eisenberg, Ganztagsschule (offene Form)",11742,50.9692999818219,11.8916999883446,7607,"Eisenberg","Grundschule","Landratsamt Saale-Holzland-Kreis","staatlich","Saale-Holzland-Kreis","Staatliches Schulamt Ostthüringen",16074018,"Eisenberg, Stadt","weiterer Pendlerverflechtungsbereich","Größere Kleinstadt","Eisenberg","Stadtregion","Kleinstädtischer, dörflicher Raum","Stadtregion - kleinstädtischer, dörflicher Raum","Regiopolitane Stadtregion - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule ""Im Gleistal"" Golmsdorf",14043,50.9720899821129,11.6748800183064,7751,"Golmsdorf","Grundschule","Landratsamt Saale-Holzland-Kreis","staatlich","Saale-Holzland-Kreis","Staatliches Schulamt Ostthüringen",16074026,"Golmsdorf","engerer Pendlerverflechtungsbereich","Kleine Kleinstadt","Jena","Stadtregion","Kleinstädtischer, dörflicher Raum","Stadtregion - kleinstädtischer, dörflicher Raum","Regiopolitane Stadtregion - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule ""Talblick"" Stiebritz",14042,50.9977500052181,11.6005199642854,7778,"Hainichen","Grundschule","Landratsamt Saale-Holzland-Kreis","staatlich","Saale-Holzland-Kreis","Staatliches Schulamt Ostthüringen",16074036,"Hainichen","engerer Pendlerverflechtungsbereich","Kleine Kleinstadt","Jena","Stadtregion","Kleinstädtischer, dörflicher Raum","Stadtregion - kleinstädtischer, dörflicher Raum","Regiopolitane Stadtregion - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliches regionales Förderzentrum Hainspitz, Schule am See",30365,50.9620200055475,11.8367299585774,7607,"Hainspitz","Förderschule","Landratsamt Saale-Holzland-Kreis","staatlich","Saale-Holzland-Kreis","Staatliches Schulamt Ostthüringen",16074037,"Hainspitz","weiterer Pendlerverflechtungsbereich","Größere Kleinstadt","Eisenberg","Stadtregion","Kleinstädtischer, dörflicher Raum","Stadtregion - kleinstädtischer, dörflicher Raum","Regiopolitane Stadtregion - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule ""Heinrich Heine"" Königshofen",11815,51.0027200127965,11.9085099789819,7613,"Heideland","Grundschule","Landratsamt Saale-Holzland-Kreis","staatlich","Saale-Holzland-Kreis","Staatliches Schulamt Ostthüringen",16074039,"Heideland","nicht zu Großstadtregion gehörend","Landgemeinde","Eisenberg","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Christophorus-Schule Hermsdorf Staatliches regionales Förderzentrum, Förderschwerpunkt geistige Entwicklung",31614,50.9069599960497,11.8560800011531,7629,"Hermsdorf","Förderschule","Landratsamt Saale-Holzland-Kreis","staatlich","Saale-Holzland-Kreis","Staatliches Schulamt Ostthüringen",16074041,"Hermsdorf, Stadt","weiterer Pendlerverflechtungsbereich","Kleine Kleinstadt","Hermsdorf/Bad Klosterlausnitz","Stadtregion","Kleinstädtischer, dörflicher Raum","Stadtregion - kleinstädtischer, dörflicher Raum","Regiopolitane Stadtregion - Kleinstädtischer, dörflicher Raum","zentral","wachsend"
"Friedensschule Hermsdorf Staatliche Grundschule",17447,50.8938499870216,11.856319975041,7629,"Hermsdorf","Grundschule","Landratsamt Saale-Holzland-Kreis","staatlich","Saale-Holzland-Kreis","Staatliches Schulamt Ostthüringen",16074041,"Hermsdorf, Stadt","weiterer Pendlerverflechtungsbereich","Kleine Kleinstadt","Hermsdorf/Bad Klosterlausnitz","Stadtregion","Kleinstädtischer, dörflicher Raum","Stadtregion - kleinstädtischer, dörflicher Raum","Regiopolitane Stadtregion - Kleinstädtischer, dörflicher Raum","zentral","wachsend"
"Staatliche Grundschule ""In der Waldsiedlung"" Hermsdorf",17436,50.9080200134348,11.8542700129814,7629,"Hermsdorf","Grundschule","Landratsamt Saale-Holzland-Kreis","staatlich","Saale-Holzland-Kreis","Staatliches Schulamt Ostthüringen",16074041,"Hermsdorf, Stadt","weiterer Pendlerverflechtungsbereich","Kleine Kleinstadt","Hermsdorf/Bad Klosterlausnitz","Stadtregion","Kleinstädtischer, dörflicher Raum","Stadtregion - kleinstädtischer, dörflicher Raum","Regiopolitane Stadtregion - Kleinstädtischer, dörflicher Raum","zentral","wachsend"
"Altstadtschule Staatliche Grundschule Kahla",14103,50.8039000121895,11.5897199658629,7768,"Kahla","Grundschule","Landratsamt Saale-Holzland-Kreis","staatlich","Saale-Holzland-Kreis","Staatliches Schulamt Ostthüringen",16074044,"Kahla, Stadt","engerer Pendlerverflechtungsbereich","Kleine Kleinstadt","Jena","Stadtregion","Städtischer Raum","Stadtregion - Mittelstädte, städtischer Raum","Regiopolitane Stadtregion - Verstädterter Raum","peripher","schrumpfend"
"Friedensschule Kahla Staatliche Grundschule",14102,50.8058799853576,11.5860900150547,7768,"Kahla","Grundschule","Landratsamt Saale-Holzland-Kreis","staatlich","Saale-Holzland-Kreis","Staatliches Schulamt Ostthüringen",16074044,"Kahla, Stadt","engerer Pendlerverflechtungsbereich","Kleine Kleinstadt","Jena","Stadtregion","Städtischer Raum","Stadtregion - Mittelstädte, städtischer Raum","Regiopolitane Stadtregion - Verstädterter Raum","peripher","schrumpfend"
"Staatliche Grundschule Kleine Europäer Milda",14086,50.8557199970147,11.4599299670476,7751,"Milda","Grundschule","Landratsamt Saale-Holzland-Kreis","staatlich","Saale-Holzland-Kreis","Staatliches Schulamt Ostthüringen",16074057,"Milda","engerer Pendlerverflechtungsbereich","Landgemeinde","Jena","Stadtregion","Kleinstädtischer, dörflicher Raum","Stadtregion - kleinstädtischer, dörflicher Raum","Regiopolitane Stadtregion - Kleinstädtischer, dörflicher Raum","peripher","schrumpfend"
"Freie Ganztagsgrundschule Milda",76601,50.8557199970147,11.4599299670476,7751,"Milda","Grundschule","Schulverein Freie Gesamtschule Milda e.V.","in freier Trägerschaft","Saale-Holzland-Kreis","Staatliches Schulamt Ostthüringen",16074057,"Milda","engerer Pendlerverflechtungsbereich","Landgemeinde","Jena","Stadtregion","Kleinstädtischer, dörflicher Raum","Stadtregion - kleinstädtischer, dörflicher Raum","Regiopolitane Stadtregion - Kleinstädtischer, dörflicher Raum","peripher","schrumpfend"
"Staatliche Grundschule ""Saaleblick"" Orlamünde",14090,50.7713099991769,11.5142099985453,7768,"Orlamünde","Grundschule","Landratsamt Saale-Holzland-Kreis","staatlich","Saale-Holzland-Kreis","Staatliches Schulamt Ostthüringen",16074065,"Orlamünde, Stadt","engerer Pendlerverflechtungsbereich","Landgemeinde","Jena","Stadtregion","Kleinstädtischer, dörflicher Raum","Stadtregion - kleinstädtischer, dörflicher Raum","Regiopolitane Stadtregion - Kleinstädtischer, dörflicher Raum","peripher","schrumpfend"
"Tälerschule Ottendorf, Staatliche Grundschule",17509,50.8257999973492,11.8172100148244,7646,"Ottendorf","Grundschule","Landratsamt Saale-Holzland-Kreis","staatlich","Saale-Holzland-Kreis","Staatliches Schulamt Ostthüringen",16074066,"Ottendorf","weiterer Pendlerverflechtungsbereich","Landgemeinde","Stadtroda","Stadtregion","Kleinstädtischer, dörflicher Raum","Stadtregion - kleinstädtischer, dörflicher Raum","Regiopolitane Stadtregion - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule Am Trompeterfelsen Rothenstein",14068,50.8486799946282,11.601250028052,7751,"Rothenstein","Grundschule","Landratsamt Saale-Holzland-Kreis","staatlich","Saale-Holzland-Kreis","Staatliches Schulamt Ostthüringen",16074079,"Rothenstein","engerer Pendlerverflechtungsbereich","Landgemeinde","Jena","Stadtregion","Kleinstädtischer, dörflicher Raum","Stadtregion - kleinstädtischer, dörflicher Raum","Regiopolitane Stadtregion - Kleinstädtischer, dörflicher Raum","peripher","schrumpfend"
"Staatliche Grundschule ""Novalis"" Schlöben",17495,50.8937799981301,11.6913300062024,7646,"Schlöben","Grundschule","Landratsamt Saale-Holzland-Kreis","staatlich","Saale-Holzland-Kreis","Staatliches Schulamt Ostthüringen",16074085,"Schlöben","weiterer Pendlerverflechtungsbereich","Kleine Kleinstadt","Hermsdorf/Bad Klosterlausnitz","Stadtregion","Kleinstädtischer, dörflicher Raum","Stadtregion - kleinstädtischer, dörflicher Raum","Regiopolitane Stadtregion - Kleinstädtischer, dörflicher Raum","peripher","schrumpfend"
"Staatliche Grundschule ""Milo Barus"" Stadtroda",17470,50.8606900045931,11.7329299783953,7646,"Stadtroda","Grundschule","Landratsamt Saale-Holzland-Kreis","staatlich","Saale-Holzland-Kreis","Staatliches Schulamt Ostthüringen",16074094,"Stadtroda, Stadt","weiterer Pendlerverflechtungsbereich","Kleine Kleinstadt","Stadtroda","Stadtregion","Kleinstädtischer, dörflicher Raum","Stadtregion - kleinstädtischer, dörflicher Raum","Regiopolitane Stadtregion - Kleinstädtischer, dörflicher Raum","peripher","schrumpfend"
"Staatliche Grundschule ""Hügelland"" Tröbnitz",17479,50.8374699954118,11.7223899866093,7646,"Tröbnitz","Grundschule","Landratsamt Saale-Holzland-Kreis","staatlich","Saale-Holzland-Kreis","Staatliches Schulamt Ostthüringen",16074103,"Tröbnitz","weiterer Pendlerverflechtungsbereich","Landgemeinde","Stadtroda","Stadtregion","Kleinstädtischer, dörflicher Raum","Stadtregion - kleinstädtischer, dörflicher Raum","Regiopolitane Stadtregion - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule am Mühltal Weißenborn",11799,50.9225999987324,11.8794500044917,7639,"Weißenborn","Grundschule","Gemeinde Weißenborn","staatlich","Saale-Holzland-Kreis","Staatliches Schulamt Ostthüringen",16074109,"Weißenborn","weiterer Pendlerverflechtungsbereich","Kleine Kleinstadt","Hermsdorf/Bad Klosterlausnitz","Stadtregion","Kleinstädtischer, dörflicher Raum","Stadtregion - kleinstädtischer, dörflicher Raum","Regiopolitane Stadtregion - Kleinstädtischer, dörflicher Raum","peripher","schrumpfend"
"Staatliche Grundschule ""Am Stadtpark"" Schkölen",11755,51.0399699867889,11.816190021027,7619,"Schkölen","Grundschule","Landratsamt Saale-Holzland-Kreis","staatlich","Saale-Holzland-Kreis","Staatliches Schulamt Ostthüringen",16074116,"Schkölen, Stadt","nicht zu Großstadtregion gehörend","Landgemeinde","Eisenberg","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule Langenorla",15617,50.7416800133612,11.5819599999031,7381,"Langenorla","Grundschule","Landratsamt Saale-Orla-Kreis","staatlich","Saale-Orla-Kreis","Staatliches Schulamt Ostthüringen",16075054,"Langenorla","nicht zu Großstadtregion gehörend","Landgemeinde","Pößneck","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule Lobenstein, Medienschule",14429,50.4564599834646,11.6370499747046,7356,"Bad Lobenstein","Grundschule","Landratsamt Saale-Orla-Kreis","staatlich","Saale-Orla-Kreis","Staatliches Schulamt Ostthüringen",16075062,"Bad Lobenstein, Stadt","nicht zu Großstadtregion gehörend","Kleine Kleinstadt","Bad Lobenstein","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Periphere ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Michaelisstift, Michaelisschule Bad Lobenstein",70531,50.4558199832476,11.6366400158203,7356,"Bad Lobenstein","Förderschule","Michaelisstift Gefell","in freier Trägerschaft","Saale-Orla-Kreis","Staatliches Schulamt Ostthüringen",16075062,"Bad Lobenstein, Stadt","nicht zu Großstadtregion gehörend","Kleine Kleinstadt","Bad Lobenstein","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Periphere ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Freie Montessori-Gemeinschaftsschule Bad Lobenstein",75907,50.4558199832476,11.6366400158203,7356,"Bad Lobenstein","Thüringer Gemeinschaftsschule","Michaelisstift Gefell","in freier Trägerschaft","Saale-Orla-Kreis","Staatliches Schulamt Ostthüringen",16075062,"Bad Lobenstein, Stadt","nicht zu Großstadtregion gehörend","Kleine Kleinstadt","Bad Lobenstein","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Periphere ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Kleine Grundschule im Grünen Staatliche Grundschule Moßbach",16187,50.6765900089762,11.8167100343,7907,"Moßbach","Grundschule","Landratsamt Saale-Orla-Kreis","staatlich","Saale-Orla-Kreis","Staatliches Schulamt Ostthüringen",16075068,"Moßbach","nicht zu Großstadtregion gehörend","Landgemeinde","Schleiz","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Schloss-Schule der Arbeiterwohlfahrt (Gemeinschaftsschule)",75886,50.7355999903453,11.7484599685988,7806,"Neustadt an der Orla","Thüringer Gemeinschaftsschule","AWO Kreisverband Saale-Orla e.V.","in freier Trägerschaft","Saale-Orla-Kreis","Staatliches Schulamt Ostthüringen",16075073,"Neustadt an der Orla, Stadt","nicht zu Großstadtregion gehörend","Kleine Kleinstadt","Pößneck","Ländliche Region","Städtischer Raum","Ländliche Region - Mittelstädte, städtischer Raum","Stadtregionsnahe ländliche Region - Verstädterter Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule ""Friedrich Schiller"" Neustadt an der Orla",15604,50.7373199987865,11.7443000300528,7806,"Neustadt an der Orla","Grundschule","Landratsamt Saale-Orla-Kreis","staatlich","Saale-Orla-Kreis","Staatliches Schulamt Ostthüringen",16075073,"Neustadt an der Orla, Stadt","nicht zu Großstadtregion gehörend","Kleine Kleinstadt","Pößneck","Ländliche Region","Städtischer Raum","Ländliche Region - Mittelstädte, städtischer Raum","Stadtregionsnahe ländliche Region - Verstädterter Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule Neunhofen",15640,50.7278100171721,11.7147699984325,7806,"Neustadt an der Orla","Grundschule","Landratsamt Saale-Orla-Kreis","staatlich","Saale-Orla-Kreis","Staatliches Schulamt Ostthüringen",16075073,"Neustadt an der Orla, Stadt","nicht zu Großstadtregion gehörend","Kleine Kleinstadt","Pößneck","Ländliche Region","Städtischer Raum","Ländliche Region - Mittelstädte, städtischer Raum","Stadtregionsnahe ländliche Region - Verstädterter Raum","peripher","überdurchschnittlich schrumpfend"
"Grundschule am Rittergut Staatliche Grundschule Knau",15527,50.6503199928675,11.7184700219512,7806,"Neustadt an der Orla","Grundschule","Landratsamt Saale-Orla-Kreis","staatlich","Saale-Orla-Kreis","Staatliches Schulamt Ostthüringen",16075073,"Neustadt an der Orla, Stadt","nicht zu Großstadtregion gehörend","Kleine Kleinstadt","Pößneck","Ländliche Region","Städtischer Raum","Ländliche Region - Mittelstädte, städtischer Raum","Stadtregionsnahe ländliche Region - Verstädterter Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule Oettersdorf",15665,50.595909999961,11.819259976884,7907,"Oettersdorf","Grundschule","Landratsamt Saale-Orla-Kreis","staatlich","Saale-Orla-Kreis","Staatliches Schulamt Ostthüringen",16075076,"Oettersdorf","nicht zu Großstadtregion gehörend","Landgemeinde","Schleiz","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Staatliches regionales Förderzentrum Pößneck",31164,50.6977199906007,11.6145999690586,7381,"Pößneck","Förderschule","Landratsamt Saale-Orla-Kreis","staatlich","Saale-Orla-Kreis","Staatliches Schulamt Ostthüringen",16075085,"Pößneck, Stadt","nicht zu Großstadtregion gehörend","Größere Kleinstadt","Pößneck","Ländliche Region","Städtischer Raum","Ländliche Region - Mittelstädte, städtischer Raum","Stadtregionsnahe ländliche Region - Verstädterter Raum","peripher","schrumpfend"
"Staatliche Grundschule ""Am Rosenhügel"" Pößneck",15543,50.6913699864835,11.5808799916789,7381,"Pößneck","Grundschule","Landratsamt Saale-Orla-Kreis","staatlich","Saale-Orla-Kreis","Staatliches Schulamt Ostthüringen",16075085,"Pößneck, Stadt","nicht zu Großstadtregion gehörend","Größere Kleinstadt","Pößneck","Ländliche Region","Städtischer Raum","Ländliche Region - Mittelstädte, städtischer Raum","Stadtregionsnahe ländliche Region - Verstädterter Raum","peripher","schrumpfend"
"Staatliche Grundschule Pößneck",15530,50.6988100151991,11.6108700221455,7381,"Pößneck","Grundschule","Landratsamt Saale-Orla-Kreis","staatlich","Saale-Orla-Kreis","Staatliches Schulamt Ostthüringen",16075085,"Pößneck, Stadt","nicht zu Großstadtregion gehörend","Größere Kleinstadt","Pößneck","Ländliche Region","Städtischer Raum","Ländliche Region - Mittelstädte, städtischer Raum","Stadtregionsnahe ländliche Region - Verstädterter Raum","peripher","schrumpfend"
"Staatliche Grundschule Ranis",15590,50.6594499809013,11.5715400369705,7389,"Ranis","Grundschule","Landratsamt Saale-Orla-Kreis","staatlich","Saale-Orla-Kreis","Staatliches Schulamt Ostthüringen",16075088,"Ranis, Stadt","nicht zu Großstadtregion gehörend","Landgemeinde","Pößneck","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Periphere ländliche Region - Kleinstädtischer, dörflicher Raum","sehr peripher","überdurchschnittlich schrumpfend"
"Private Förderschule für Geistigbehinderte mit Mehrfachbehinderung, Schulvorbereitende Einrichtung (SVE)",70545,50.5782100188444,11.820490021175,7907,"Schleiz","Förderschule","Herbert Feuchte Stiftungsverbund","in freier Trägerschaft","Saale-Orla-Kreis","Staatliches Schulamt Ostthüringen",16075098,"Schleiz, Stadt","nicht zu Großstadtregion gehörend","Kleine Kleinstadt","Schleiz","Ländliche Region","Städtischer Raum","Ländliche Region - Mittelstädte, städtischer Raum","Stadtregionsnahe ländliche Region - Verstädterter Raum","peripher","keine eindeutige Entwicklungsrichtung"
"Staatliche Grundschule ""Johann Friedrich Böttger"" Schleiz, Umweltschule in Europa - Internationale Agenda 21 Schule",16264,50.5737099845771,11.804040033279,7907,"Schleiz","Grundschule","Landratsamt Saale-Orla-Kreis","staatlich","Saale-Orla-Kreis","Staatliches Schulamt Ostthüringen",16075098,"Schleiz, Stadt","nicht zu Großstadtregion gehörend","Kleine Kleinstadt","Schleiz","Ländliche Region","Städtischer Raum","Ländliche Region - Mittelstädte, städtischer Raum","Stadtregionsnahe ländliche Region - Verstädterter Raum","peripher","keine eindeutige Entwicklungsrichtung"
"ABC - Freie Integrative Grundschule",76328,50.5782100188444,11.820490021175,7907,"Schleiz","Grundschule","Herbert Feuchte Stiftungsverbund","in freier Trägerschaft","Saale-Orla-Kreis","Staatliches Schulamt Ostthüringen",16075098,"Schleiz, Stadt","nicht zu Großstadtregion gehörend","Kleine Kleinstadt","Schleiz","Ländliche Region","Städtischer Raum","Ländliche Region - Mittelstädte, städtischer Raum","Stadtregionsnahe ländliche Region - Verstädterter Raum","peripher","keine eindeutige Entwicklungsrichtung"
"Friedrich-Fröbel-Schule Schleiz Staatliches regionales Förderzentrum, Kompetenz- und Beratungszentrum",31117,50.5775400114141,11.8188100363215,7907,"Schleiz","Förderschule","Landratsamt Saale-Orla-Kreis","staatlich","Saale-Orla-Kreis","Staatliches Schulamt Ostthüringen",16075098,"Schleiz, Stadt","nicht zu Großstadtregion gehörend","Kleine Kleinstadt","Schleiz","Ländliche Region","Städtischer Raum","Ländliche Region - Mittelstädte, städtischer Raum","Stadtregionsnahe ländliche Region - Verstädterter Raum","peripher","keine eindeutige Entwicklungsrichtung"
"Staatliche Gemeinschaftsschule Triptis",45920,50.7351399914991,11.8759300242532,7819,"Triptis","Thüringer Gemeinschaftsschule","Landratsamt Saale-Orla-Kreis","staatlich","Saale-Orla-Kreis","Staatliches Schulamt Ostthüringen",16075116,"Triptis, Stadt","nicht zu Großstadtregion gehörend","Landgemeinde","Pößneck","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Stadtregionsnahe ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","schrumpfend"
"Staatliche Grundschule ""Adolph Diesterweg"" Krölpa",15586,50.6766200161896,11.5414299776505,7387,"Krölpa","Grundschule","Landratsamt Saale-Orla-Kreis","staatlich","Saale-Orla-Kreis","Staatliches Schulamt Ostthüringen",16075129,"Krölpa","nicht zu Großstadtregion gehörend","Landgemeinde","Pößneck","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Periphere ländliche Region - Kleinstädtischer, dörflicher Raum","sehr peripher","überdurchschnittlich schrumpfend"
"Staatliche Grundschule Gefell",16145,50.4386299990298,11.8564099966811,7926,"Gefell","Grundschule","Landratsamt Saale-Orla-Kreis","staatlich","Saale-Orla-Kreis","Staatliches Schulamt Ostthüringen",16075131,"Gefell, Stadt","nicht zu Großstadtregion gehörend","Landgemeinde","Schleiz","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Periphere ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","schrumpfend"
"Staatliche Grundschule Tanna",16235,50.4911100168205,11.871400024682,7922,"Tanna","Grundschule","Landratsamt Saale-Orla-Kreis","staatlich","Saale-Orla-Kreis","Staatliches Schulamt Ostthüringen",16075132,"Tanna, Stadt","nicht zu Großstadtregion gehörend","Landgemeinde","Schleiz","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Periphere ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","schrumpfend"
"Staatliche Grundschule Wurzbach",14446,50.4643199874388,11.5295499710038,7343,"Wurzbach","Grundschule","Landratsamt Saale-Orla-Kreis","staatlich","Saale-Orla-Kreis","Staatliches Schulamt Ostthüringen",16075133,"Wurzbach, Stadt","nicht zu Großstadtregion gehörend","Landgemeinde","Bad Lobenstein","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Periphere ländliche Region - Kleinstädtischer, dörflicher Raum","sehr peripher","überdurchschnittlich schrumpfend"
"""Lichtblicke"" Staatliche Grundschule Ruppersdorf",14489,50.5076799916605,11.5795600095669,7368,"Remptendorf","Grundschule","Landratsamt Saale-Orla-Kreis","staatlich","Saale-Orla-Kreis","Staatliches Schulamt Ostthüringen",16075134,"Remptendorf","nicht zu Großstadtregion gehörend","Landgemeinde","Bad Lobenstein","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Periphere ländliche Region - Kleinstädtischer, dörflicher Raum","sehr peripher","überdurchschnittlich schrumpfend"
"Grundschule im Park Staatliche Grundschule Ebersdorf",14416,50.4842399994304,11.6611500418098,7929,"Saalburg-Ebersdorf","Grundschule","Landratsamt Saale-Orla-Kreis","staatlich","Saale-Orla-Kreis","Staatliches Schulamt Ostthüringen",16075135,"Saalburg-Ebersdorf, Stadt","nicht zu Großstadtregion gehörend","Landgemeinde","Bad Lobenstein","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Periphere ländliche Region - Kleinstädtischer, dörflicher Raum","sehr peripher","schrumpfend"
"Grundschule am Rennsteig Staatliche Grundschule Blankenstein",14462,50.4020799977715,11.6960999796615,7366,"Rosenthal am Rennsteig","Grundschule","Landratsamt Saale-Orla-Kreis","staatlich","Saale-Orla-Kreis","Staatliches Schulamt Ostthüringen",16075136,"Rosenthal am Rennsteig","nicht zu Großstadtregion gehörend","Landgemeinde","Bad Lobenstein","Ländliche Region","Kleinstädtischer, dörflicher Raum","Ländliche Region - kleinstädtischer, dörflicher Raum","Periphere ländliche Region - Kleinstädtischer, dörflicher Raum","peripher","überdurchschnittlich schrumpfend"
"Privates Förderschulzentrum Wendepunkt Bad Köstritz",70275,50.9257000037123,12.0017399601647,7586,"Bad Köstritz","Förderschule","Wendepunkt e.V.","in freier Trägerschaft","Greiz","Staatliches Schulamt Ostthüringen",16076003,"Bad Köstritz, Stadt","nicht zu Großstadtregion gehörend","Landgemeinde","Gera","Ländliche Region","Städtischer Raum","Ländliche Region - Mittelstädte, städtischer Raum","Stadtregionsnahe ländliche Region - Verstädterter Raum","zentral","keine eindeutige Entwicklungsrichtung"
"Bergschule Staatliche Grundschule Bad Köstritz",12177,50.9288599812094,12.0063299741626,7586,"Bad Köstritz","Grundschule","Landratsamt Greiz","staatlich","Greiz","Staatliches Schulamt Ostthüringen",16076003,"Bad Köstritz, Stadt","nicht zu Großstadtregion gehörend","Landgemeinde","Gera","Ländliche Region","Städtischer Raum","Ländliche Region - Mittelstädte, städtischer Raum","Stadtregionsnahe ländliche Region - Verstädterter Raum","zentral","keine eindeutige Entwicklungsrichtung"
